id	dep	sexe	jour	actue_hospit	actu_rea	recovered	deaths
18891	"33"	2	"2020-05-19"	77	8	395	70
18892	"34"	0	"2020-05-19"	37	15	636	115
18893	"34"	1	"2020-05-19"	18	12	308	66
18894	"34"	2	"2020-05-19"	19	3	325	49
18895	"35"	0	"2020-05-19"	86	6	377	81
18896	"35"	1	"2020-05-19"	45	4	216	42
18897	"35"	2	"2020-05-19"	41	2	160	39
18898	"36"	0	"2020-05-19"	97	4	96	74
18899	"36"	1	"2020-05-19"	46	2	40	41
18900	"36"	2	"2020-05-19"	51	2	55	33
18901	"37"	0	"2020-05-19"	116	13	271	76
18902	"37"	1	"2020-05-19"	61	11	125	49
18903	"37"	2	"2020-05-19"	55	2	145	27
18904	"38"	0	"2020-05-19"	116	16	562	133
18905	"38"	1	"2020-05-19"	60	13	275	73
18906	"38"	2	"2020-05-19"	52	3	283	60
18907	"39"	0	"2020-05-19"	58	1	218	58
18908	"39"	1	"2020-05-19"	26	0	88	31
18909	"39"	2	"2020-05-19"	32	1	130	27
18910	"40"	0	"2020-05-19"	13	1	60	12
18911	"40"	1	"2020-05-19"	8	1	34	6
18912	"40"	2	"2020-05-19"	5	0	26	6
18913	"41"	0	"2020-05-19"	125	7	190	60
18914	"41"	1	"2020-05-19"	68	6	92	34
18915	"41"	2	"2020-05-19"	57	1	98	26
18916	"42"	0	"2020-05-19"	264	34	779	225
18917	"42"	1	"2020-05-19"	144	31	400	155
18918	"42"	2	"2020-05-19"	120	3	379	70
18919	"43"	0	"2020-05-19"	18	2	87	14
18920	"43"	1	"2020-05-19"	6	1	35	9
18921	"43"	2	"2020-05-19"	12	1	52	5
18922	"44"	0	"2020-05-19"	138	8	522	142
18923	"44"	1	"2020-05-19"	69	6	277	86
18924	"44"	2	"2020-05-19"	69	2	244	56
18925	"45"	0	"2020-05-19"	153	17	506	89
18926	"45"	1	"2020-05-19"	85	11	259	56
18927	"45"	2	"2020-05-19"	67	6	247	33
18928	"46"	0	"2020-05-19"	12	1	60	20
18929	"46"	1	"2020-05-19"	2	0	33	9
18930	"46"	2	"2020-05-19"	10	1	27	11
18931	"47"	0	"2020-05-19"	22	2	53	9
18932	"47"	1	"2020-05-19"	9	1	31	8
18933	"47"	2	"2020-05-19"	13	1	22	1
18934	"48"	0	"2020-05-19"	1	0	21	1
18935	"48"	1	"2020-05-19"	0	0	11	1
18936	"48"	2	"2020-05-19"	1	0	10	0
18937	"49"	0	"2020-05-19"	132	16	471	124
18938	"49"	1	"2020-05-19"	68	11	233	76
18939	"49"	2	"2020-05-19"	63	5	238	48
18940	"50"	0	"2020-05-19"	46	3	118	46
18941	"50"	1	"2020-05-19"	29	3	60	21
18942	"50"	2	"2020-05-19"	17	0	57	25
18943	"51"	0	"2020-05-19"	183	16	875	247
18944	"51"	1	"2020-05-19"	104	14	406	144
18945	"51"	2	"2020-05-19"	77	2	463	103
18946	"52"	0	"2020-05-19"	80	5	188	72
18947	"52"	1	"2020-05-19"	30	4	103	35
18948	"52"	2	"2020-05-19"	50	1	85	37
18949	"53"	0	"2020-05-19"	38	4	138	39
18950	"53"	1	"2020-05-19"	14	2	70	23
18951	"53"	2	"2020-05-19"	24	2	68	16
18952	"54"	0	"2020-05-19"	208	21	935	331
18953	"54"	1	"2020-05-19"	98	18	457	201
18954	"54"	2	"2020-05-19"	109	3	471	130
18955	"55"	0	"2020-05-19"	162	5	338	92
18956	"55"	1	"2020-05-19"	92	4	159	52
18957	"55"	2	"2020-05-19"	70	1	179	40
18958	"56"	0	"2020-05-19"	65	13	367	87
18959	"56"	1	"2020-05-19"	39	8	198	53
18960	"56"	2	"2020-05-19"	26	5	168	34
18961	"57"	0	"2020-05-19"	544	52	2011	778
18962	"57"	1	"2020-05-19"	271	37	1025	444
18963	"57"	2	"2020-05-19"	269	15	980	330
18964	"58"	0	"2020-05-19"	38	3	59	25
18965	"58"	1	"2020-05-19"	13	2	21	13
18966	"58"	2	"2020-05-19"	25	1	38	12
18967	"59"	0	"2020-05-19"	664	85	1727	541
18968	"59"	1	"2020-05-19"	317	64	880	286
18969	"59"	2	"2020-05-19"	345	21	847	252
18970	"60"	0	"2020-05-19"	352	16	908	378
18971	"60"	1	"2020-05-19"	155	13	451	219
18972	"60"	2	"2020-05-19"	197	3	455	159
18973	"61"	0	"2020-05-19"	56	3	179	36
18974	"61"	1	"2020-05-19"	31	3	72	24
18975	"61"	2	"2020-05-19"	24	0	107	12
18976	"62"	0	"2020-05-19"	300	38	1132	271
18977	"62"	1	"2020-05-19"	150	31	548	150
18978	"62"	2	"2020-05-19"	147	7	581	121
18979	"63"	0	"2020-05-19"	31	4	154	40
18980	"63"	1	"2020-05-19"	15	3	86	25
18981	"63"	2	"2020-05-19"	16	1	68	15
18982	"64"	0	"2020-05-19"	29	4	191	26
18983	"64"	1	"2020-05-19"	18	4	99	19
18984	"64"	2	"2020-05-19"	11	0	92	7
18985	"65"	0	"2020-05-19"	32	3	129	25
18986	"65"	1	"2020-05-19"	16	3	62	12
18987	"65"	2	"2020-05-19"	16	0	67	13
18988	"66"	0	"2020-05-19"	4	0	273	34
18989	"66"	1	"2020-05-19"	3	0	120	16
18990	"66"	2	"2020-05-19"	1	0	153	18
18991	"67"	0	"2020-05-19"	620	56	2083	608
18992	"67"	1	"2020-05-19"	315	33	1134	357
18993	"67"	2	"2020-05-19"	304	23	943	250
18994	"68"	0	"2020-05-19"	677	54	2200	760
18995	"68"	1	"2020-05-19"	344	41	1178	463
18996	"68"	2	"2020-05-19"	331	13	1016	292
18997	"69"	0	"2020-05-19"	729	82	2348	602
18998	"69"	1	"2020-05-19"	363	62	1126	331
18999	"69"	2	"2020-05-19"	362	20	1191	262
19000	"70"	0	"2020-05-19"	73	2	226	77
19001	"70"	1	"2020-05-19"	39	1	116	51
19002	"70"	2	"2020-05-19"	34	1	109	26
19003	"71"	0	"2020-05-19"	179	10	552	191
19004	"71"	1	"2020-05-19"	82	9	251	100
19005	"71"	2	"2020-05-19"	97	1	299	91
19006	"72"	0	"2020-05-19"	109	3	279	75
19007	"72"	1	"2020-05-19"	52	3	138	40
19008	"72"	2	"2020-05-19"	57	0	141	35
19009	"73"	0	"2020-05-19"	45	4	359	59
19010	"73"	1	"2020-05-19"	19	4	161	36
19011	"73"	2	"2020-05-19"	26	0	198	23
19012	"74"	0	"2020-05-19"	143	13	765	156
19013	"74"	1	"2020-05-19"	82	10	404	104
19014	"74"	2	"2020-05-19"	61	3	359	52
19015	"75"	0	"2020-05-19"	1411	232	5152	1638
19016	"75"	1	"2020-05-19"	787	178	2911	1028
19017	"75"	2	"2020-05-19"	616	54	2212	604
19018	"76"	0	"2020-05-19"	149	17	642	173
19019	"76"	1	"2020-05-19"	66	12	321	103
19020	"76"	2	"2020-05-19"	82	5	321	69
19021	"77"	0	"2020-05-19"	491	72	2174	592
19022	"77"	1	"2020-05-19"	256	51	1224	357
19023	"77"	2	"2020-05-19"	235	21	943	235
19024	"78"	0	"2020-05-19"	632	47	1788	469
19025	"78"	1	"2020-05-19"	317	44	949	285
19026	"78"	2	"2020-05-19"	313	3	834	183
19027	"79"	0	"2020-05-19"	11	2	55	20
19028	"79"	1	"2020-05-19"	3	0	29	11
19029	"79"	2	"2020-05-19"	8	2	26	9
19030	"80"	0	"2020-05-19"	178	15	625	206
19031	"80"	1	"2020-05-19"	88	12	301	123
19032	"80"	2	"2020-05-19"	90	3	316	83
19033	"81"	0	"2020-05-19"	22	3	100	22
19034	"81"	1	"2020-05-19"	11	2	45	8
19035	"81"	2	"2020-05-19"	11	1	55	14
19036	"82"	0	"2020-05-19"	6	4	37	5
19037	"82"	1	"2020-05-19"	4	3	20	5
19038	"82"	2	"2020-05-19"	2	1	17	0
19039	"83"	0	"2020-05-19"	163	14	821	125
19040	"83"	1	"2020-05-19"	83	10	481	69
19041	"83"	2	"2020-05-19"	79	4	339	55
19042	"84"	0	"2020-05-19"	29	0	222	35
19043	"84"	1	"2020-05-19"	18	0	112	25
19044	"84"	2	"2020-05-19"	11	0	110	10
19045	"85"	0	"2020-05-19"	61	10	168	35
19046	"85"	1	"2020-05-19"	34	8	88	24
19047	"85"	2	"2020-05-19"	27	2	80	11
19048	"86"	0	"2020-05-19"	18	3	119	37
19049	"86"	1	"2020-05-19"	10	2	63	21
19050	"86"	2	"2020-05-19"	8	1	56	16
19051	"87"	0	"2020-05-19"	24	3	109	24
19052	"87"	1	"2020-05-19"	7	1	53	12
19053	"87"	2	"2020-05-19"	17	2	55	12
19054	"88"	0	"2020-05-19"	83	6	633	249
19055	"88"	1	"2020-05-19"	42	5	316	146
19056	"88"	2	"2020-05-19"	41	1	317	103
19057	"89"	0	"2020-05-19"	103	10	213	78
19058	"89"	1	"2020-05-19"	51	8	107	44
19059	"89"	2	"2020-05-19"	52	2	106	33
19060	"90"	0	"2020-05-19"	109	12	431	168
19061	"90"	1	"2020-05-19"	60	10	246	96
19062	"90"	2	"2020-05-19"	49	2	185	72
19063	"91"	0	"2020-05-19"	851	75	1724	482
19064	"91"	1	"2020-05-19"	407	54	953	274
19065	"91"	2	"2020-05-19"	436	21	762	205
19066	"92"	0	"2020-05-19"	1293	124	3591	987
19067	"92"	1	"2020-05-19"	678	96	1997	577
19068	"92"	2	"2020-05-19"	610	28	1585	408
19069	"93"	0	"2020-05-19"	1084	106	2981	930
19070	"93"	1	"2020-05-19"	517	61	1687	572
19071	"93"	2	"2020-05-19"	561	44	1276	355
19072	"94"	0	"2020-05-19"	1264	85	3256	1065
19073	"94"	1	"2020-05-19"	612	64	1740	624
19074	"94"	2	"2020-05-19"	646	21	1489	429
19075	"95"	0	"2020-05-19"	666	34	2080	653
19076	"95"	1	"2020-05-19"	348	23	1197	409
19077	"95"	2	"2020-05-19"	317	11	879	244
19078	"971"	0	"2020-05-19"	14	3	72	16
19079	"971"	1	"2020-05-19"	12	3	34	8
19080	"971"	2	"2020-05-19"	2	0	38	8
19081	"972"	0	"2020-05-19"	19	5	80	14
19082	"972"	1	"2020-05-19"	13	5	42	10
19083	"972"	2	"2020-05-19"	6	0	38	4
19084	"973"	0	"2020-05-19"	13	0	50	1
19085	"973"	1	"2020-05-19"	7	0	25	1
19086	"973"	2	"2020-05-19"	5	0	25	0
19087	"974"	0	"2020-05-19"	12	3	115	0
19088	"974"	1	"2020-05-19"	10	3	56	0
19089	"974"	2	"2020-05-19"	2	0	59	0
19090	"976"	0	"2020-05-19"	53	12	184	18
19091	"976"	1	"2020-05-19"	31	5	91	12
19092	"976"	2	"2020-05-19"	22	7	90	6
19093	"01"	0	"2020-05-20"	119	5	348	92
19094	"01"	1	"2020-05-20"	60	4	174	54
19095	"01"	2	"2020-05-20"	59	1	172	38
19096	"02"	0	"2020-05-20"	185	14	874	252
19097	"02"	1	"2020-05-20"	92	10	376	149
19098	"02"	2	"2020-05-20"	93	4	496	101
19099	"03"	0	"2020-05-20"	17	0	158	37
19100	"03"	1	"2020-05-20"	10	0	65	19
19101	"03"	2	"2020-05-20"	7	0	93	18
19102	"04"	0	"2020-05-20"	16	1	115	11
19103	"04"	1	"2020-05-20"	5	0	50	8
19104	"04"	2	"2020-05-20"	11	1	65	3
19105	"05"	0	"2020-05-20"	28	2	108	16
19106	"05"	1	"2020-05-20"	11	2	61	7
19107	"05"	2	"2020-05-20"	17	0	47	9
19108	"06"	0	"2020-05-20"	137	12	607	172
19109	"06"	1	"2020-05-20"	67	9	299	90
19110	"06"	2	"2020-05-20"	67	3	300	82
19111	"07"	0	"2020-05-20"	88	5	342	101
19112	"07"	1	"2020-05-20"	36	4	174	72
19113	"07"	2	"2020-05-20"	51	1	166	28
19114	"08"	0	"2020-05-20"	74	8	131	52
19115	"08"	1	"2020-05-20"	30	5	68	33
19116	"08"	2	"2020-05-20"	44	3	62	18
19117	"09"	0	"2020-05-20"	5	2	29	1
19118	"09"	1	"2020-05-20"	3	2	14	1
19119	"09"	2	"2020-05-20"	2	0	15	0
19120	"10"	0	"2020-05-20"	97	2	542	126
19121	"10"	1	"2020-05-20"	53	2	284	80
19122	"10"	2	"2020-05-20"	44	0	256	46
19123	"11"	0	"2020-05-20"	17	3	209	55
19124	"11"	1	"2020-05-20"	10	3	109	39
19125	"11"	2	"2020-05-20"	7	0	100	16
19126	"12"	0	"2020-05-20"	16	0	128	23
19127	"12"	1	"2020-05-20"	8	0	60	14
19128	"12"	2	"2020-05-20"	8	0	68	9
19129	"13"	0	"2020-05-20"	669	76	2782	503
19130	"13"	1	"2020-05-20"	341	61	1432	280
19131	"13"	2	"2020-05-20"	328	15	1327	223
19132	"14"	0	"2020-05-20"	117	8	237	75
19133	"14"	1	"2020-05-20"	50	8	124	51
19134	"14"	2	"2020-05-20"	67	0	113	24
19135	"15"	0	"2020-05-20"	19	1	40	9
19136	"15"	1	"2020-05-20"	13	0	22	6
19137	"15"	2	"2020-05-20"	6	1	18	3
19138	"16"	0	"2020-05-20"	5	1	47	12
19139	"16"	1	"2020-05-20"	5	1	27	7
19140	"16"	2	"2020-05-20"	0	0	20	5
19141	"17"	0	"2020-05-20"	34	4	119	46
19142	"17"	1	"2020-05-20"	13	0	73	31
19143	"17"	2	"2020-05-20"	21	4	46	15
19144	"18"	0	"2020-05-20"	54	0	138	73
19145	"18"	1	"2020-05-20"	22	0	71	36
19146	"18"	2	"2020-05-20"	32	0	67	37
19147	"19"	0	"2020-05-20"	56	6	103	33
19148	"19"	1	"2020-05-20"	33	5	54	27
19149	"19"	2	"2020-05-20"	23	1	49	6
19150	"21"	0	"2020-05-20"	106	20	801	238
19151	"21"	1	"2020-05-20"	48	12	367	135
19152	"21"	2	"2020-05-20"	58	8	431	103
19153	"22"	0	"2020-05-20"	49	3	166	31
19154	"22"	1	"2020-05-20"	24	2	81	18
19155	"22"	2	"2020-05-20"	25	1	85	13
19156	"23"	0	"2020-05-20"	19	7	49	8
19157	"23"	1	"2020-05-20"	12	6	27	5
19158	"23"	2	"2020-05-20"	7	1	22	3
19159	"24"	0	"2020-05-20"	16	1	76	12
19160	"24"	1	"2020-05-20"	9	0	40	5
19161	"24"	2	"2020-05-20"	7	1	36	7
19162	"25"	0	"2020-05-20"	86	16	549	144
19163	"25"	1	"2020-05-20"	50	11	277	83
19164	"25"	2	"2020-05-20"	36	5	272	60
19165	"26"	0	"2020-05-20"	61	5	462	128
19166	"26"	1	"2020-05-20"	37	3	246	78
19167	"26"	2	"2020-05-20"	24	2	216	50
19168	"27"	0	"2020-05-20"	92	3	156	74
19169	"27"	1	"2020-05-20"	46	3	69	35
19170	"27"	2	"2020-05-20"	46	0	86	39
19171	"28"	0	"2020-05-20"	173	11	423	116
19172	"28"	1	"2020-05-20"	76	8	215	59
19173	"28"	2	"2020-05-20"	94	2	194	56
19174	"29"	0	"2020-05-20"	33	2	158	41
19175	"29"	1	"2020-05-20"	15	2	91	27
19176	"29"	2	"2020-05-20"	17	0	65	14
19177	"2A"	0	"2020-05-20"	30	2	115	47
19178	"2A"	1	"2020-05-20"	13	2	47	27
19179	"2A"	2	"2020-05-20"	17	0	68	20
19180	"2B"	0	"2020-05-20"	6	2	102	10
19181	"2B"	1	"2020-05-20"	4	1	54	5
19182	"2B"	2	"2020-05-20"	2	1	48	5
19183	"30"	0	"2020-05-20"	69	9	278	88
19184	"30"	1	"2020-05-20"	33	8	150	43
19185	"30"	2	"2020-05-20"	36	1	128	45
19186	"31"	0	"2020-05-20"	78	26	577	64
19187	"31"	1	"2020-05-20"	52	23	322	40
19188	"31"	2	"2020-05-20"	25	3	255	24
19189	"32"	0	"2020-05-20"	8	2	79	23
19190	"32"	1	"2020-05-20"	3	2	43	14
19191	"32"	2	"2020-05-20"	5	0	36	9
19192	"33"	0	"2020-05-20"	154	24	801	141
19193	"33"	1	"2020-05-20"	80	18	402	71
19194	"33"	2	"2020-05-20"	74	6	398	70
19195	"34"	0	"2020-05-20"	38	14	639	116
19196	"34"	1	"2020-05-20"	20	11	310	66
19197	"34"	2	"2020-05-20"	18	3	326	50
19198	"35"	0	"2020-05-20"	89	5	380	81
19199	"35"	1	"2020-05-20"	47	3	217	42
19200	"35"	2	"2020-05-20"	42	2	162	39
19201	"36"	0	"2020-05-20"	98	4	96	74
19202	"36"	1	"2020-05-20"	46	2	40	41
19203	"36"	2	"2020-05-20"	52	2	55	33
19204	"37"	0	"2020-05-20"	114	12	274	77
19205	"37"	1	"2020-05-20"	58	10	127	50
19206	"37"	2	"2020-05-20"	56	2	146	27
19207	"38"	0	"2020-05-20"	111	15	569	133
19208	"38"	1	"2020-05-20"	56	13	279	73
19209	"38"	2	"2020-05-20"	52	2	285	60
19210	"39"	0	"2020-05-20"	56	0	224	58
19211	"39"	1	"2020-05-20"	25	0	92	31
19212	"39"	2	"2020-05-20"	31	0	132	27
19213	"40"	0	"2020-05-20"	10	1	63	12
19214	"40"	1	"2020-05-20"	7	1	35	6
19215	"40"	2	"2020-05-20"	3	0	28	6
19216	"41"	0	"2020-05-20"	120	7	196	60
19217	"41"	1	"2020-05-20"	65	6	95	34
19218	"41"	2	"2020-05-20"	55	1	101	26
19219	"42"	0	"2020-05-20"	241	32	806	228
19220	"42"	1	"2020-05-20"	139	29	411	156
19221	"42"	2	"2020-05-20"	102	3	395	72
19222	"43"	0	"2020-05-20"	17	2	88	14
19223	"43"	1	"2020-05-20"	5	1	36	9
19224	"43"	2	"2020-05-20"	12	1	52	5
19225	"44"	0	"2020-05-20"	132	7	527	143
19226	"44"	1	"2020-05-20"	67	5	278	87
19227	"44"	2	"2020-05-20"	65	2	248	56
19228	"45"	0	"2020-05-20"	149	17	510	90
19229	"45"	1	"2020-05-20"	83	11	261	57
19230	"45"	2	"2020-05-20"	65	6	249	33
19231	"46"	0	"2020-05-20"	12	1	60	20
19232	"46"	1	"2020-05-20"	2	0	33	9
19233	"46"	2	"2020-05-20"	10	1	27	11
19234	"47"	0	"2020-05-20"	20	2	55	9
19235	"47"	1	"2020-05-20"	7	1	33	8
19236	"47"	2	"2020-05-20"	13	1	22	1
19237	"48"	0	"2020-05-20"	1	0	22	1
19238	"48"	1	"2020-05-20"	1	0	11	1
19239	"48"	2	"2020-05-20"	0	0	11	0
19240	"49"	0	"2020-05-20"	125	15	478	125
19241	"49"	1	"2020-05-20"	64	11	238	77
19242	"49"	2	"2020-05-20"	61	4	240	48
19243	"50"	0	"2020-05-20"	46	3	118	46
19244	"50"	1	"2020-05-20"	29	3	60	21
19245	"50"	2	"2020-05-20"	17	0	57	25
19246	"51"	0	"2020-05-20"	176	14	882	247
19247	"51"	1	"2020-05-20"	101	13	410	144
19248	"51"	2	"2020-05-20"	73	1	466	103
19249	"52"	0	"2020-05-20"	76	5	190	75
19250	"52"	1	"2020-05-20"	28	3	104	37
19251	"52"	2	"2020-05-20"	48	2	86	38
19252	"53"	0	"2020-05-20"	40	4	138	39
19253	"53"	1	"2020-05-20"	15	2	70	23
19254	"53"	2	"2020-05-20"	25	2	68	16
19255	"54"	0	"2020-05-20"	195	19	949	331
19256	"54"	1	"2020-05-20"	90	16	465	201
19257	"54"	2	"2020-05-20"	104	3	477	130
19258	"55"	0	"2020-05-20"	158	4	340	93
19259	"55"	1	"2020-05-20"	90	3	160	53
19260	"55"	2	"2020-05-20"	68	1	180	40
19261	"56"	0	"2020-05-20"	66	11	370	87
19262	"56"	1	"2020-05-20"	40	8	197	53
19263	"56"	2	"2020-05-20"	26	3	172	34
19264	"57"	0	"2020-05-20"	511	52	2049	785
19265	"57"	1	"2020-05-20"	258	35	1041	446
19266	"57"	2	"2020-05-20"	249	16	1002	335
19267	"58"	0	"2020-05-20"	29	2	69	25
19268	"58"	1	"2020-05-20"	11	2	24	13
19269	"58"	2	"2020-05-20"	18	0	45	12
19270	"59"	0	"2020-05-20"	666	84	1751	546
19271	"59"	1	"2020-05-20"	310	63	891	288
19272	"59"	2	"2020-05-20"	355	21	860	254
19273	"60"	0	"2020-05-20"	351	14	912	379
19274	"60"	1	"2020-05-20"	156	11	453	219
19275	"60"	2	"2020-05-20"	195	3	457	160
19276	"61"	0	"2020-05-20"	54	3	181	36
19277	"61"	1	"2020-05-20"	29	3	74	24
19278	"61"	2	"2020-05-20"	24	0	107	12
19279	"62"	0	"2020-05-20"	298	36	1132	272
19280	"62"	1	"2020-05-20"	149	30	549	152
19281	"62"	2	"2020-05-20"	146	6	580	120
19282	"63"	0	"2020-05-20"	31	4	156	40
19283	"63"	1	"2020-05-20"	15	3	86	25
19284	"63"	2	"2020-05-20"	16	1	70	15
19285	"64"	0	"2020-05-20"	28	4	192	26
19286	"64"	1	"2020-05-20"	17	4	100	19
19287	"64"	2	"2020-05-20"	11	0	92	7
19288	"65"	0	"2020-05-20"	23	3	138	25
19289	"65"	1	"2020-05-20"	11	3	67	12
19290	"65"	2	"2020-05-20"	12	0	71	13
19291	"66"	0	"2020-05-20"	3	0	274	34
19292	"66"	1	"2020-05-20"	2	0	121	16
19293	"66"	2	"2020-05-20"	1	0	153	18
19294	"67"	0	"2020-05-20"	616	59	2093	609
19295	"67"	1	"2020-05-20"	314	35	1140	357
19296	"67"	2	"2020-05-20"	301	24	947	251
19297	"68"	0	"2020-05-20"	664	50	2229	763
19298	"68"	1	"2020-05-20"	342	39	1189	464
19299	"68"	2	"2020-05-20"	320	11	1034	294
19300	"69"	0	"2020-05-20"	698	80	2383	602
19301	"69"	1	"2020-05-20"	351	60	1143	331
19302	"69"	2	"2020-05-20"	343	20	1209	262
19303	"70"	0	"2020-05-20"	72	1	227	77
19304	"70"	1	"2020-05-20"	38	0	117	51
19305	"70"	2	"2020-05-20"	34	1	109	26
19306	"71"	0	"2020-05-20"	171	10	562	191
19307	"71"	1	"2020-05-20"	79	9	255	100
19308	"71"	2	"2020-05-20"	92	1	305	91
19309	"72"	0	"2020-05-20"	106	3	282	75
19310	"72"	1	"2020-05-20"	50	3	140	40
19311	"72"	2	"2020-05-20"	56	0	142	35
19312	"73"	0	"2020-05-20"	44	4	361	61
19313	"73"	1	"2020-05-20"	18	3	161	38
19314	"73"	2	"2020-05-20"	26	1	200	23
19315	"74"	0	"2020-05-20"	134	11	772	158
19316	"74"	1	"2020-05-20"	75	9	409	105
19317	"74"	2	"2020-05-20"	59	2	361	53
19318	"75"	0	"2020-05-20"	1355	232	5215	1641
19319	"75"	1	"2020-05-20"	760	177	2939	1028
19320	"75"	2	"2020-05-20"	588	55	2247	606
19321	"76"	0	"2020-05-20"	143	17	650	174
19322	"76"	1	"2020-05-20"	63	12	325	103
19323	"76"	2	"2020-05-20"	79	5	325	70
19324	"77"	0	"2020-05-20"	489	71	2200	595
19325	"77"	1	"2020-05-20"	254	51	1239	358
19326	"77"	2	"2020-05-20"	235	20	954	237
19327	"78"	0	"2020-05-20"	625	46	1805	472
19328	"78"	1	"2020-05-20"	315	42	958	286
19329	"78"	2	"2020-05-20"	308	4	842	185
19330	"79"	0	"2020-05-20"	11	2	55	20
19331	"79"	1	"2020-05-20"	3	0	29	11
19332	"79"	2	"2020-05-20"	8	2	26	9
19333	"80"	0	"2020-05-20"	170	15	633	208
19334	"80"	1	"2020-05-20"	83	11	306	124
19335	"80"	2	"2020-05-20"	87	4	319	84
19336	"81"	0	"2020-05-20"	22	3	100	22
19337	"81"	1	"2020-05-20"	11	2	45	8
19338	"81"	2	"2020-05-20"	11	1	55	14
19339	"82"	0	"2020-05-20"	6	4	37	5
19340	"82"	1	"2020-05-20"	4	3	20	5
19341	"82"	2	"2020-05-20"	2	1	17	0
19342	"83"	0	"2020-05-20"	159	12	825	125
19343	"83"	1	"2020-05-20"	81	10	483	69
19344	"83"	2	"2020-05-20"	77	2	341	55
19345	"84"	0	"2020-05-20"	29	0	223	35
19346	"84"	1	"2020-05-20"	18	0	113	25
19347	"84"	2	"2020-05-20"	11	0	110	10
19348	"85"	0	"2020-05-20"	59	7	173	35
19349	"85"	1	"2020-05-20"	35	5	88	24
19350	"85"	2	"2020-05-20"	24	2	85	11
19351	"86"	0	"2020-05-20"	16	3	121	37
19352	"86"	1	"2020-05-20"	9	2	64	21
19353	"86"	2	"2020-05-20"	7	1	57	16
19354	"87"	0	"2020-05-20"	22	3	111	24
19355	"87"	1	"2020-05-20"	7	1	53	12
19356	"87"	2	"2020-05-20"	15	2	57	12
19357	"88"	0	"2020-05-20"	79	6	637	250
19358	"88"	1	"2020-05-20"	39	5	318	147
19359	"88"	2	"2020-05-20"	40	1	319	103
19360	"89"	0	"2020-05-20"	100	10	219	79
19361	"89"	1	"2020-05-20"	50	8	108	44
19362	"89"	2	"2020-05-20"	50	2	111	34
19363	"90"	0	"2020-05-20"	110	11	435	168
19364	"90"	1	"2020-05-20"	58	10	248	96
19365	"90"	2	"2020-05-20"	52	1	187	72
19366	"91"	0	"2020-05-20"	821	67	1760	482
19367	"91"	1	"2020-05-20"	394	50	970	274
19368	"91"	2	"2020-05-20"	419	17	781	205
19369	"92"	0	"2020-05-20"	1260	118	3645	994
19370	"92"	1	"2020-05-20"	659	91	2026	581
19371	"92"	2	"2020-05-20"	596	27	1610	411
19372	"93"	0	"2020-05-20"	1073	100	3018	932
19373	"93"	1	"2020-05-20"	518	56	1696	573
19374	"93"	2	"2020-05-20"	549	43	1303	356
19375	"94"	0	"2020-05-20"	1262	77	3277	1075
19376	"94"	1	"2020-05-20"	621	60	1746	627
19377	"94"	2	"2020-05-20"	634	17	1504	435
19378	"95"	0	"2020-05-20"	642	34	2113	653
19379	"95"	1	"2020-05-20"	328	23	1220	409
19380	"95"	2	"2020-05-20"	313	11	889	244
19381	"971"	0	"2020-05-20"	13	3	73	16
19382	"971"	1	"2020-05-20"	11	3	35	8
19383	"971"	2	"2020-05-20"	2	0	38	8
19384	"972"	0	"2020-05-20"	18	1	81	14
19385	"972"	1	"2020-05-20"	12	1	43	10
19386	"972"	2	"2020-05-20"	6	0	38	4
19387	"973"	0	"2020-05-20"	12	0	51	1
19388	"973"	1	"2020-05-20"	6	0	26	1
19389	"973"	2	"2020-05-20"	5	0	25	0
19390	"974"	0	"2020-05-20"	10	2	116	1
19391	"974"	1	"2020-05-20"	8	2	57	1
19392	"974"	2	"2020-05-20"	2	0	59	0
19393	"976"	0	"2020-05-20"	54	13	186	18
19394	"976"	1	"2020-05-20"	30	6	93	12
19395	"976"	2	"2020-05-20"	24	7	90	6
19396	"01"	0	"2020-05-21"	115	3	351	93
19397	"01"	1	"2020-05-21"	58	2	176	54
19398	"01"	2	"2020-05-21"	57	1	173	39
19399	"02"	0	"2020-05-21"	182	14	878	252
19400	"02"	1	"2020-05-21"	89	10	379	149
19401	"02"	2	"2020-05-21"	93	4	497	101
19402	"03"	0	"2020-05-21"	17	0	158	37
19403	"03"	1	"2020-05-21"	10	0	65	19
19404	"03"	2	"2020-05-21"	7	0	93	18
19405	"04"	0	"2020-05-21"	16	1	115	11
19406	"04"	1	"2020-05-21"	5	0	50	8
19407	"04"	2	"2020-05-21"	11	1	65	3
19408	"05"	0	"2020-05-21"	28	2	108	16
19409	"05"	1	"2020-05-21"	11	2	61	7
19410	"05"	2	"2020-05-21"	17	0	47	9
19411	"06"	0	"2020-05-21"	135	11	614	173
19412	"06"	1	"2020-05-21"	67	8	301	90
19413	"06"	2	"2020-05-21"	66	3	304	83
19414	"07"	0	"2020-05-21"	76	5	352	101
19415	"07"	1	"2020-05-21"	33	4	177	72
19416	"07"	2	"2020-05-21"	42	1	173	28
19417	"08"	0	"2020-05-21"	71	5	131	53
19418	"08"	1	"2020-05-21"	28	4	68	34
19419	"08"	2	"2020-05-21"	43	1	62	18
19420	"09"	0	"2020-05-21"	6	2	29	1
19421	"09"	1	"2020-05-21"	4	2	14	1
19422	"09"	2	"2020-05-21"	2	0	15	0
19423	"10"	0	"2020-05-21"	94	2	544	126
